 Produção Ambulatorial_Estabel. com cod. SIA_até out/99,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
Vl.Aprovado por Mes de Processamen segundo UPS CGC/PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPS CGC/PI,Jul/94,Ago/94,Set/94,Out/94,Nov/94,Dez/94,Jan/95,Fev/95,Mar/95,Abr/95,Mai/95,Jun/95,Jul/95,Ago/95,Set/95,Out/95,Nov/95,Dez/95,Jan/96,Fev/96,Mar/96,Abr/96,Mai/96,Jun/96,Jul/96,Ago/96,Set/96,Out/96,Nov/96,Dez/96,Jan/97,Fev/97,Mar/97,Abr/97,Mai/97,Jun/97,Jul/97,Ago/97,Set/97,Out/97,Nov/97,Dez/97,Jan/98,Fev/98,Mar/98,Abr/98,Mai/98,Jun/98,Jul/98,Ago/98,Set/98,Out/98,Nov/98,Dez/98,Jan/99,Fev/99,Mar/99,Abr/99,Mai/99,Jun/99,Jul/99,Ago/99,Total
00.055.903/0001-70-CLINICA DR. ARISTIDES REIS,0,0,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,0,554.88,1305.6,652.8,652.8,652.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16874.879999999994
00.060.711/0001-51-CL DE ATEND MEDICO LEAO XIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12368.289999999999,12367.17,12369.4,12367.249999999998,2294.98,22433.330000000005,12199.030000000004,12366.360000000002,98765.81000000001
00.063.442/0001-87-CENTROCLINICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790.8,1526,1534,1998.1599999999999,1999.28,1998.44,1998.68,1998.44,1999.76,1998.2,1998.16,1489.72,2413,24742.640000000003
00.085.215/0001-52-CL INDEPENDECIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.25,1633.0500000000002,1313.78,1485.9099999999999,1856.92,1245.1200000000001,0,1322.78,2734.0899999999997,1294.97,1180.4,678.3299999999999,2264.88,18709.48
00.197.027/0001-16-PREV-DENTE,229.22,217.68,221.82,187.5,223.24,217.79999999999998,216.28,212.43999999999997,139.64,0,191.48,140.06,228.92,139.49999999999997,191.56,0,218.78,222.14000000000001,237.12,0,0,483.12,286.78999999999996,0,201.66,200.66,201.32,199.92,202.28,184.23000000000002,177.49999999999997,187.85000000000002,0,188.64,201.76,201.03,183.76999999999998,158.82,158.24,158.82,158.89999999999998,158.89999999999998,157.92,158.16,158.89999999999998,159.14,158.16,157.88,158.14000000000001,158.89999999999998,318,318.08,318.26,317.34,317.46,317.41999999999996,317.1,317.02,317.26,315.34000000000003,317.84000000000003,300.68,12388.39
00.317.738/0001-87-CEPACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7347.280000000001,7398.95,7487.819999999999,7488.08,7680.61,7600.43,7666.6,7059.250000000001,6063.050000000001,6104.870000000001,6074.67,6171.76,5355.37,5405.28,6002.019999999998,5787.2300000000005,5818.950000000001,5849.83,6112.289999999998,1330.29,6016.190000000001,1535.04,231.5,6650.849999999999,6433.580000000001,185.2,222.24,268.54,259.28,209.09,351.88,240.76,185.2,148593.97999999998
00.386.398/0001-46-UNIRIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9922.5,6909,10069.5,12421.5,12936,12568.5,13230,13744.5,13597.5,13744.5,13744.5,13744.5,13744.5,13744.5,16243.5,16831.5,18407.519999999997,18908.53,15672.579999999996,16523.179999999997,13493.91,16325.909999999998,19366.63,17347.149999999998,18890.03,20511.030000000006,19001.630000000005,21562.829999999998,20535.100000000002,22662.460000000006,29075.859999999986,29227.09999999999,29356.109999999986,30249.339999999997,28996.709999999985,29282.229999999985,29105.28999999999,29702.18999999999,28718.25,28913.259999999995,28958.31999999998,29591.13999999999,38478.81999999998,37531.47999999999,36729.849999999984,930320.9399999997
00.394.445/0001-01-COLEGIO AGRICOLA DE TERESINA,0,403.92,403.92,403.92,403.92,0,403.92,0,403.92,403.92,403.92,403.92,403.92,403.92,403.92,403.92,403.92,0,0,0,0,0,0,0,0,175.60999999999999,236.35999999999999,141.5,185.22,119.79,58.43,0,167.73000000000002,220.60999999999999,177.32999999999998,104.19999999999999,178.95999999999998,141.9,216.19,114.99,99.57999999999998,56.43,70.5,90.05999999999999,0,272.88,0,0,0,535.5,0,0,422.94,197.22,205.26000000000002,183.22,398.89000000000004,224.41,235.65,162.52,0,0,11048.759999999997
00.394.452/0032-00-2 BATALHAO DE ENG E CONSTRUCAO,1096.32,917.22,1157.28,1160.22,1167.9,1166.22,1164.12,718.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8547.36
00.394.452/0032-00-HOSPITAL DO SEGUNDO BEC,652.8,652.8,652.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958.3999999999999
00.394.452/0033-82-3 BATALHAO DE ENG E CONSTRUCAO,1334.5200000000002,1066.6200000000001,1064.12,882.34,889.58,1078.4600000000003,678.58,849.2,676.16,388.8500000000001,757.97,1058.39,712.19,522.79,836.79,496.02,275.4,0,1096.22,665.52,0,924.12,966.0399999999998,0,603.39,603.1100000000001,603.34,603.4200000000001,602.73,602.41,562.6199999999999,603.0200000000001,0,603.2900000000001,532.3299999999999,602.8500000000001,603.1099999999999,603.48,602.85,602.52,377.1,377.14,376.8,682.87,534.9900000000001,560.57,613.99,1229.71,1274.25,1070.69,1255.4,1336.94,1316.3999999999999,1327.29,1276.29,1302.9699999999998,1184.3900000000003,1243.2599999999998,1410.23,614.0200000000001,611.98,1119.95,47251.58000000001
00.428.630/0001-61-CL DE REAB FIS E RESP DE PICOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.9199999999998,1998.92,1998.92,1998.9199999999998,1998.9199999999998,1998.92,1998.92,1998.92,1998.68,1998.9600000000003,1998.9199999999998,21987.92
00.432.356/0001-02-CLINICA MEDICA SAO JOAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.26,4363.880000000001,4147.83,4177.32,4176.64,4166.009999999999,4164.620000000001,4126.66,33676.22
00.444.724/0001-24-CL ANTENOR NEIVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1,1094.45,1199.95,1967.2600000000002,1892.11,2433.72,3787.9299999999994,3947.9900000000002,3917.14,4167.16,3979.8300000000004,3800.64,3623.92,3635.26,3798.2200000000003,3808.2200000000003,3687.33,3509.26,3525.1400000000003,3485.98,3492.0999999999995,3634.8000000000006,4819.09,6959.8099999999995,7589.34,8142.869999999999,7653.800000000001,6943.320000000001,6026.320000000001,6257.3099999999995,6286.33,6269.09,6268.04,6293.610000000001,6285.9,5244.5,7381.649999999999,166846.49
00.551.351/0001-90-CL DE OLHOS DR RAIMUNDO ANDRADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5610.78,0,11428.919999999998,5610.78,5610.78,5610.78,5713.79,5610.78,5818.139999999999,5610.78,5299.07,7013.52,7272.72,11689.2,29601.2,29928.44,28811.32,29837.760000000002,11297.880000000001,11558.76,11558.76,11558.76,62428.32,28982.4,85447.36,37400,466311.00000000006
00.621.525/0001-44-PS BENJAMIN DO REGO MONTEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.40999999999997,399.37,268.75,320.4,282.37,318.83000000000004,320.46000000000004,259.78,390.65,149.63,0,260.28,288.57,325.45,1588.7,1347.22,6786.870000000001
00.621.525/0001-44-UBS DE REGENERA€ÇO,3520,3268.8,3475.8399999999997,3977.3500000000004,3491.12,3207.7599999999998,3574.99,3055.12,3350.57,4516.54,4134.26,4433.39,5051.08,4897.81,4702.21,4549.97,4744.0199999999995,4829.56,5586.24,2998,5144.1900000000005,5331.349999999999,832,3670.9,3670.92,4317.97,4234.46,4318.280000000001,4318.06,4318.17,4318.43,4318.01,4318.41,4318.26,4234.71,4318.33,4318.290000000001,4318.25,4317.35,3515.9199999999996,2426.94,3667.87,1388.08,2848.37,3118.39,6440.89,3399.679999999999,2562.6199999999976,225.72,2985.6899999999996,3142.6600000000003,2973.029999999999,2830.089999999999,2572.3499999999995,2754.109999999999,2793.819999999999,2981.9,2984.0200000000004,2744.779999999998,2830.83,2416.16,3377.1399999999994,227282.02999999997
00.704.788/0001-17-AMB MUN DE PIMENTEIRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142.44,1855.8799999999999,1117.52,1971.4400000000005,1537.96,1534.8799999999994,1051,1468.44,1258.4,1337.9599999999994,1509.9199999999994,1221.7600000000002,1988.5999999999997,1884.2599999999995,21880.459999999995
00.704.788/0001-17-PS BREJO,652,634,618,763.3,1007.97,873.86,983.19,1148.38,968.05,780.4200000000001,891.4,865.64,912.6700000000001,884.96,702.79,784.0899999999999,804.96,810.6500000000001,540.1800000000001,842.08,876.95,881.02,587.34,771.69,771.72,862.58,862.61,862.75,862.41,860.73,832.2900000000001,862.55,1195.23,1195.21,1193.1,1194.87,1195.11,1194.08,467.69,484.78,282.38,961.6999999999999,526.98,836.41,829.4999999999999,533.4100000000001,876.05,599.6199999999999,510.20000000000005,451.7100000000001,107.09,535.4800000000001,484.9200000000001,570.2100000000002,356.9100000000001,435.44000000000017,365.7200000000001,404.54,474.15000000000015,370.67000000000013,306.72,483.41,45786.52000000002
00.704.788/0001-17-PS CURRAL DE PEDRAS,372,208,314,619.1,1083.3600000000001,839.65,681.34,1046.29,938.05,706.12,1006.09,887.86,943.98,729.03,770.49,454.97,180.54,202.98,248.37,215.22000000000003,624.4,249.39,255.51,158.61,206.55,176.46,170.34,142.29,151.47,115.77,109.65,129.03,101.49,174.93,235.62,107.61,219.3,0,311.11,220.81,299.04,752.7199999999999,568.5600000000001,752.8499999999999,744.76,746.9300000000001,946.92,393.84,634.3299999999998,563.1599999999997,180.29,625.1399999999999,522.5,551.7700000000001,494.14000000000004,461.2700000000001,426.8100000000001,406.2600000000001,645.5600000000001,528.91,397.7400000000001,727.9300000000002,28679.21
00.704.788/0001-17-PS CURRALINHO,1138,1054,926,957.1800000000001,1243.08,1210.24,1271.69,1184.8600000000001,928.03,1009.52,1034.5,891.6800000000001,1058.97,993.21,902.35,1035.18,1200.6100000000001,1085.58,942.64,1262.5,1138.32,1068.75,0.51,920.4200000000001,920.37,1031.26,1032.78,1031.33,1032.51,1032.54,1030.99,516,1512.31,766.1999999999999,875.22,939.02,854.38,913.6400000000001,284.04999999999995,950.6800000000001,257.89,746.8,453.68,657.34,639.27,633.79,727.8100000000002,430.5400000000001,546.3999999999999,370.54999999999995,198.05000000000004,408.01,390.85999999999996,384.7700000000001,288.24000000000007,360.61000000000007,349.98000000000013,327.37,376.66000000000014,273.89,363.39000000000004,436.59000000000003,48803.59
00.704.788/0001-17-PS DE SITIO DAS ONCAS,990,934,732,545.06,1112.19,848.06,1127.6,967.36,786.79,751.28,808.56,837.03,751.65,882.67,912.86,886.63,877.08,804.42,758.89,688.98,569.33,784.47,852.37,346.56,770.6899999999999,366.44,844.66,844.37,844.25,844.36,763.13,843.23,1023.39,389.19,1022.97,1023.35,1023.02,1023,535.28,361.13,346.26,1051.6599999999999,561.46,1071.4599999999998,1064.01,950.34,1007.3799999999998,688.8299999999999,674.92,627.5000000000001,162.06,709.68,659.1999999999999,710.8699999999999,456.52000000000004,485.17000000000013,516.1700000000001,522.61,540.82,413.64000000000004,423.62,528.0999999999999,46250.57999999999
00.704.788/0001-17-PS MESTICO,650,698,792,724.45,1068.6399999999999,979.2,1118.46,1234.38,962.95,979.04,1040.7,1100.94,973.4300000000001,907.95,508.08,780.08,692.3,797.3299999999999,717.05,979.77,887.96,915.47,950.3,814.0400000000001,814.2,907.54,907.52,863.1800000000001,906.92,905.4,862.95,907.21,1238.82,1237.41,1236.9,1238.7,1237.53,1238.43,1289.5,425.83000000000004,305.76000000000005,919.5299999999999,585.1,797.3399999999999,767.33,709.0400000000001,867.6,617.7900000000002,527.8199999999999,476.29999999999995,156.98000000000002,512.4300000000002,449.43,399.51000000000005,429.12,541.6600000000001,435.75,368.4000000000001,398.2500000000001,393.27,449.83000000000004,477.34999999999997,49076.150000000016
00.704.788/0001-17-PS OITI,1738,1808.24,1618.56,2064.39,2187.2200000000003,2810.81,2319.7400000000002,2230.0099999999998,1977.63,2367.64,2462.0299999999997,2358.17,2150.83,2275.69,1665.72,2069.83,2568.05,2721.0499999999997,1852.38,2367.86,2280.93,2771.12,2473.79,1953.55,1648.69,2244.83,2244.86,2163.42,2245.2799999999997,2179.16,1978.8400000000001,2245.25,2571.47,2569.28,2559.03,2272.23,2570.5,2623.82,488.61,924.7299999999999,483.9300000000002,2479.8699999999994,1173.12,2227.56,190.23000000000005,2136.5699999999997,747.5099999999998,1400.05,635.9799999999999,780.7100000000002,215.54000000000002,271.92999999999995,298.05000000000007,279.79,237.83000000000004,253.23000000000005,297.88,272.29999999999995,252.18000000000004,204.65,247.67000000000002,240.88999999999996,101950.70999999996
00.749.590/0001-50-P DE S DE MATAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.92,331.98000000000013,348.4200000000001,231.29000000000002,0,0,193.99,248.6,198.63000000000002,264.03000000000003,174.24000000000007,197.21,207.81000000000003,211.54999999999998,206.25000000000003,250.51000000000005,228.66000000000003,258.95,3925.0400000000004
00.772.500/0001-41-P DE S SECRETARIA MUNICIPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.03,715.3299999999999,590.1899999999999,493.64,2406.1899999999996
00.772.500/0001-41-PS CURRAL DE PEDRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6,81.6,130.56,134.64,99.96,108.12,114.24,118.32,122.4,90.78,90.78,578,579.53,578,579.53,579.53,48.96,42.33,579.53,0,579.53,579.53,579.53,579.53,579.53,579.53,578,579.53,579.62,632.9599999999999,835.5999999999999,831.52,641.1899999999999,623.1400000000001,663.9100000000001,636.56,702.36,680.1500000000001,702.7599999999999,665.71,678.29,680.15,621.15,639.15,725.67,782.4900000000001,761.1,812.7100000000002,23269.31
00.772.500/0001-41-PS MILHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.4,142.8,95.88,0,124.44,128.52,142.8,132.6,142.8,0,109.65,800,800,798.37,800,800,27.54,36.72,800,0,800,800,800,800,800,800,800,800,800.08,1009.0800000000003,995.8000000000001,1016.2000000000002,865.2,850.57,856.75,908.49,909.94,909.8,877.4300000000001,887.63,909.83,910.01,889.59,879.08,967.1800000000001,995.9800000000002,985.58,1016.11,30844.850000000006
00.772.500/0001-41-PS SAO JOSE DA TENDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.18,0,202.98000000000002,198.9,213.18,0,241.23000000000002,257.55,145.86,44.88,44.88,526,536.2,526,526,0,0,0,613.72,0,613.72,613.72,613.72,613.72,526,613.7199999999999,613.72,613.72,613.72,889.64,1099.8400000000001,1099.8400000000001,822.3500000000001,822.32,813.94,814.0400000000001,822.26,822.23,696.02,763.0800000000002,822.5400000000001,822.23,791.55,800.06,763.03,822.54,979.19,957.02,25899.04
00.783.827/0001-19-C DE S DE AREOLINO DE ABREU,6556.960000000001,7082.54,5316.01,5500.590000000001,6094.5199999999995,4922.69,5898.080000000001,6774.389999999999,7738.52,7456.33,9924.859999999999,10413.14,7108.5,9156.17,8907.96,6537.990000000001,8813.42,7904.63,6309.7,8790.98,8243.7,7379.14,10048.19,2257.8999999999996,2794.89,2030.34,2121.03,6987.6,8022.77,7942.23,7055.710000000001,8040.4,6312.93,6726.7699999999995,5171.84,5432.48,6115.14,8016.8,6709.75,6731.62,7000.8099999999995,7141.729999999999,3321.78,8686.300000000001,7501.18,8402.42,6818.360000000001,5309.66,5496.499999999999,6162.160000000001,4716.26,5843.66,4630.61,5149.78,5391.82,4117.64,5981.14,7085.160000000001,5728.92,5572.08,5673.2300000000005,3593.08,400673.49
00.783.827/0001-19-P DE S DE ANTO TERTO NETO,1128.0900000000001,1120.08,1155.22,940.11,951.77,1111.8600000000001,1102.91,917.0799999999999,880.41,1044.94,982,1062.1399999999999,1018.2,438,848.19,775.3,810.88,290,477.87,616.4300000000001,484.5,503.37,0,716.43,647.98,678.38,840.12,823.75,841.26,844.61,846.79,845.5,844.74,813.36,641.6899999999999,267.94,560.72,554.8299999999999,750.73,709.85,515.2,435.07,249.3,861.68,605.1899999999999,527.2199999999999,565.3,403.78,320.52,454.63,465.89,556.4300000000001,496.74000000000007,620.17,547.59,410.28,444.20000000000005,529.1299999999999,571.79,441.80000000000007,302.29,266.76,41478.98999999998
00.783.827/0001-19-P DE S DE CEL PRISCO MEDEIROS,813.44,1061.65,1115.21,1044.97,852.22,948.77,895.19,1293.02,660,709.11,540,1057.9299999999998,988.96,989.81,954.23,1074.37,1141.08,280,275.4,865.87,1056.6599999999999,862.1,0,748.4300000000001,1102.34,829.76,880.77,880.6800000000001,829.72,706.38,856.8700000000001,880.97,880.9,879.59,880.8,829.89,880.29,0,880.1,850.39,878.91,676.7299999999999,452.79999999999995,697.49,564.77,632.49,575.2800000000001,534.79,330.97,381.62000000000006,359.29999999999995,365.14,305.62,545.71,458.62,343.60999999999996,327.80999999999995,443.61000000000007,425.51000000000005,320.49999999999994,284.27,413.15,43596.570000000014
00.783.827/0001-19-P DE S DE CLARICE FCA DOS SANTO,920.74,943.84,919.05,785.28,793.9100000000001,889.31,1061.1,918.41,761.23,732.5799999999999,840.5799999999999,869.14,799.1700000000001,338,518.9300000000001,634.54,644,320,733.89,708.9,1138.02,1229.2,0,597.47,1198.03,702.99,703.06,702.72,702.88,702.81,702.99,703.04,702.77,702.69,702.89,703.12,702.69,703.0699999999999,702.89,702.77,537.69,478.29999999999995,311.84,898.22,997.35,458.34999999999997,451.23,448.39,357.88,291.97999999999996,273.01,248.67,194.66,254.14,223.22,302.02,224.77,260.45,283.28,218.41,212.29000000000002,212.19,37977.04
00.783.827/0001-19-P DE S DE DIVINOPOLIS,2064.5699999999997,1764.03,2024.94,1814.6399999999999,1670.3,1055.06,945.91,1490.12,1891.68,1615.06,1556.35,1859.58,1769.74,1130,1230,1671.84,1861.23,1238,760,1779.6599999999999,1759.55,1202.19,0,1291.23,1738.56,1483.96,1518.98,1519.17,1518.41,1433.3700000000001,1064.93,1418.01,1520.3100000000002,1519.17,820.01,1520.21,1519.28,1519.63,1519.8899999999999,1519.82,1519.5299999999997,1249.55,670.14,1406.2800000000002,1097.71,1128.8,1331.1,718.4100000000001,894.0800000000002,851.31,821.37,1076.91,955.9900000000001,913.0300000000001,841.7900000000001,879.17,808.36,778.8199999999999,811.4499999999999,725.5099999999998,582.34,944.0200000000001,79605.06000000001
00.783.827/0001-19-P DE S DE ELVIRA IRENE MACHADO,1322.84,1451.35,1353.12,1368.21,1560.93,1618.6,1485.2,1667.1,1713.2,1347.2,1096,1518.5,1878.13,1648.5,1988.1399999999999,1469.24,1899.44,1458,1193.15,1645.87,1841.18,1661.24,0,1357.63,1930.39,1596.63,1596.65,1595.6,1542.85,1596.67,1595.95,1596.55,1596.9,1163.9,1595.88,1596.82,1380.24,1597.26,1596.83,1597.1799999999998,1529.97,1234.02,453.62,1425.1599999999999,1317.9299999999998,1529.15,1343.88,737.3299999999999,928.54,887.41,802.9,794.3800000000001,773.18,908.1899999999999,823.42,694.79,717.46,739.9899999999999,743.09,647.5699999999999,649.3199999999999,679.1899999999999,81079.56
00.783.827/0001-19-P DE S DE LAUREN A ABREU DA SIL,517.52,485.11,535.47,393.39,517.75,516.3,513.16,488.68,391.27,461.65,352,807.4300000000001,595.27,242,0,352,476.44,352,446.51,462.15999999999997,443.8,446.35,0,356,727.89,419.02,419.02,419.02,418,418.95,419.02,419.02,419.02,419.02,419.02,419.02,419.02,419.02,419.02,419.1,419.02,419.02,240.74,649.84,614.6999999999999,544.3199999999999,613.22,293.90999999999997,367.74,320.62,387.83,584.13,468.5499999999999,302.98999999999995,218,276.14,293.62,440.2799999999999,441.48,384.16,421.41999999999996,392.28,26258.450000000004
00.783.827/0001-19-P DE S DE LIBERDADE,127.5,177.48,192.26999999999998,273.08,267.61,277.43,295.15,335.03999999999996,346.88,343.57,60,144.84,408.19,242,0,378.27,330.76,248,254,340.74,405.7,329.79,0,220.36,357.15999999999997,259.97,259.97,259.97,259.97,237.53,237.53,259.96999999999997,259.97,237.53,259.97,237.53,258.28000000000003,152.57,260.07,255.89000000000001,259.97,259.97,170.78000000000003,435.48,446.18999999999994,316.0900000000001,402.38999999999993,242.51,237.36,252.46,271.15000000000003,214.23,228.66,252.64000000000001,302.86000000000007,239.96999999999997,200.83999999999997,264.51,203.54999999999998,250.95000000000005,259.17,221.6,15985.869999999999
00.783.827/0001-19-P DE S DE MUNDICA MAGALHAES,1002.1500000000001,44.88,216.24,1365.74,1305.36,1331.85,923.62,1012.8199999999999,978.9300000000001,475.52,1165.1799999999998,396,991.8900000000001,374,116.28,1332.46,1314.4299999999998,426,908.03,1801.88,993.13,717.9100000000001,7.14,502.14000000000004,504.59999999999997,508.06,559.06,636.89,623.18,470.78000000000003,598.1700000000001,244.39000000000001,621.28,524.51,482.97,365.67,296.82,355.98,530.4,536.52,541.62,376.38,312,391.34999999999997,220.76,154.41,180.87,179.37,96.53,594.74,374.59000000000003,303.92,424.44,272.92,193.8,182.75,232.98999999999998,229.47999999999996,230.05,215.32999999999998,220.39000000000001,375.02000000000004,33866.56999999999
00.783.827/0001-19-P DE S DE RDO JOAO VASCONCELOS,748.45,853.75,785.34,733.4,686.21,545.58,651.87,718.49,809.5699999999999,662.11,758.94,741.3199999999999,666.34,885.0799999999999,808.76,663.23,582,560,244,642.8199999999999,659.8199999999999,661.37,899.33,602.21,837.26,707.71,708.72,708.49,708.63,708.5200000000001,687.8700000000001,708.88,708.59,708.77,450.99999999999994,622.26,708.67,708.61,596,707.2099999999999,621.36,708.12,279.66,893.55,676.87,648.9000000000001,708.75,453.19000000000005,461.63,386.85,342.79,438.67,375.59999999999997,443.15,363.71,439.45,313.6,409.83000000000004,344.21,362.19,260.42,312.88000000000005,37802.55999999998
00.783.827/0001-19-PS ANA NERY,1758.3600000000001,1434.15,1134.06,1123.77,1417.27,1713.05,1629.69,1622.1,906,1651.54,1915.1100000000001,1578,2246.0699999999997,1548,1578.43,1962.9,2346.08,1556,1043.74,1116,2121.94,1833.7,0,1454.0600000000002,2647.5,1641.16,1710.8899999999999,1660.9299999999998,1666.01,1706.8799999999999,1686.4900000000002,1641.46,1641.44,1661.8000000000002,1710.97,1641.58,1710.6999999999998,1709.24,1627.2099999999998,1662.01,1507.8,1347.9399999999998,381.12,1555.71,1219.5500000000002,195.15,1391.7700000000002,838.5899999999999,897.85,892.6799999999998,932.0999999999999,756.11,718.01,863.46,718.7900000000001,703.78,760.7499999999999,749.71,722.1,699.26,771.23,807.9600000000002,83847.71
00.783.827/0001-19-PS EDUVIGENS G COSTA,694.21,607.16,821.04,698.6800000000001,533.01,737.71,734.1700000000001,466.84000000000003,480.73,606.26,535.28,409,761.96,579.58,616.59,653.81,571.7,370,102,608.0699999999999,518.9200000000001,745.02,0,478.77,1064.66,489.02,564.5,554.3,564.5,550.22,564.5,562.46,564.5,564.5,564.5,489.02,564.5,564.5,0,564.5,564.5,544.1,424.22,1202.78,1117.0099999999998,851.9399999999999,1107.54,653.76,810.73,865.11,885.2900000000002,742.24,874.8300000000002,720.7,688.7300000000001,776.8000000000001,423.5399999999999,900.9799999999998,593.11,637.5,590.9699999999999,723.1,38820.17000000001
00.783.827/0001-19-SOS UNIAO,0,0,0,0,0,0,0,0,2009.46,2320.74,1123.52,865.6800000000001,1396.44,3328.7500000000005,3055.100000000001,3046.8099999999995,0,6109.87,2808.39,1085.05,1447.6599999999999,1840.93,3965.06,1758.3400000000004,1904.96,1466.0400000000002,1542.5,2171.2999999999997,2244.3899999999994,2284.54,2265.18,2188.4399999999996,2123.97,2276.9799999999996,1976.96,1996.9200000000003,2106.87,0,1771.83,1375.64,1168.9,1350.37,1891.4399999999998,3058.200000000001,4685.06,2359.4100000000003,3144.1200000000003,3389.85,4740.400000000001,4139.319999999999,3980.42,3748.13,4269.389999999999,3700.6099999999997,3106.8500000000004,3979.4300000000003,4592.3899999999985,5344.090000000001,2433.91,3156.7900000000004,4708.739999999999,4518.619999999999,143324.75999999998
